StockCode,StockName,PostURL,Content
005930,삼성전자,https://www.tossinvest.com/community/posts/171801414,"12월 9일 국장 마감 수급 현황
12월 25bp 인하 기대는 여전히 90%에 가까우나, 점도표, 경제전망에 대한 경게심은 더욱 강화
*코스피
-외국인 : -912억(3거래일 만에 매도 전환)
-개인 : -130억(3거래일 연속 매도)
-기관 : +439억(하루 만에 순매수 전환)
-선물 : 외국인 -1,920계약 순매도
*코스닥
-개인 : +2,306억 순매수 (하루 만에 강하게 매수 전환)
-외국인 : -618억
-기관 : -1,228억 순매도 (기관 3거래일 연속 매도)
30
6
무지달아"
005930,삼성전자,https://www.tossinvest.com/community/posts/171702238,"오늘내려가는건 환율이슈같은데
9
5"
005930,삼성전자,https://www.tossinvest.com/community/posts/171748108,"구글이 삼성하고 협력해서 제미나이 AI 안경 출시한다고 하네요
블룸버그
구글에서 삼성, Xreal, Warby Parker, Gentle Monster하고 협력해서  제미나이 AI 안경을 2026년에 출시한다고 합니다.
15
삼성전자 인기글 더보기"
005930,삼성전자,https://www.tossinvest.com/community/posts/171735680,"오구오구 잘한다
6
삼성전자 인기글 더보기"
005930,삼성전자,https://www.tossinvest.com/community/posts/171791950,"엔비 H200나락행..
TSMC 잘가고 삼전아 버텨줘
10
삼성전자 인기글 더보기"
